id,brand,name,price,currency,category,created_at,description
932,nyx,Radiant Finishing Powder,9.0,USD,powder,2017-12-24T02:31:20.618Z,Two ways to get your glow on. A luminous multicolored finishing powder to brighten and perfect and a warm shimmering shade for sunkissed radiance.
931,nyx,Mineral Finishing Powder,10.0,USD,powder,2017-12-24T02:31:13.900Z,A mineral finishing powder that sets your favorite look with a flawless finish; skin appears fresh and radiant throughout the day. Just a hint of color provides enough coverage to be worn over makeup or on bare moisturized skin.
930,nyx,High Definition Finishing Powder,10.0,USD,powder,2017-12-24T02:31:12.680Z,"A lightweight, translucent finishing powder that helps soften the appearance of fine lines and pores. This silky pressed powder has a fresh matte finish."
929,nyx,Studio Finishing Powder,10.0,USD,powder,2017-12-24T02:31:11.703Z,A miracle in a jar! This 100% pure mineral silica finishing powder is perfect for setting your foundation or wearing alone. The luminous white powder goes on neutral and works on all skin tones. It leaves your skin looking radiant and luminous. Use lightly...a little goes a long way.
912,nyx,Gotcha Covered Concealer Pencil,7.0,USD,concealer,2017-12-24T02:28:21.007Z,"Skin imperfections, beware! When it comes to covering up discoloration, our new Gotcha Covered Concealer Pencil does NOT mess around. Available in 20 blendable shades, this luxurious concealer is a master at spot concealing."
911,nyx,"Conceal, Correct, Contour Palette",12.0,USD,concealer,2017-12-24T02:28:19.928Z,"Color-match your skin using our perfecting and correcting palettes to conceal, correct, or contour. With six shades to choose from in each set you can cover up problem spots even out imperfections and accentuate your best features in a flash. Use these buildable colors on their own or combine them to create the ideal tone."
910,nyx,Wonder Pencil,4.5,USD,lip pencil,2017-12-24T02:28:18.879Z,Wonder Pencil…the essential pencil that fulfills all of your beauty desires. Conquer 3 critical make-up tasks with one product: CONCEAL flaws and blemishes with creamy precision; LINE your lips against lipstick bleeding and fading; and BRIGHTEN your eyes along the water line. Will wonders never cease? Not with the Wonder Pencil in your bag!
909,nyx,Dark Circle Concealer,6.0,USD,concealer,2017-12-24T02:28:17.702Z,A serious solution for one of beauty’s most challenging problems! No fancy names just a product that can be counted on to do the job. The product glides on without looking thick or obvious. The subtle hint of orange counteracts the appearance of dark circles while natural skin-toned pigments work in unison to provide the ultimate coverage.
908,nyx,Gotcha Covered Concealer,6.0,USD,concealer,2017-12-24T02:28:15.481Z,"Gotcha Covered Concealer always has your back! Now available in 10 more gorgeous shades, our waterproof, full coverage concealer effectively covers up discolorations and imperfections without creasing or caking. Infused with coconut oil, this highly blendable concealer also leaves your face with a healthy-looking glow."
907,nyx,Color Correcting Palette,12.0,USD,concealer,2017-12-24T02:28:14.774Z,Treat your face to the ultimate concealer palette in six color correcting shades. Customizable to create your ideal shade to cover imperfections the lightweight formula glides on for an ultra-smooth finish and leaves skin feeling soft and supple.
906,nyx,Concealer Jar,5.0,USD,concealer,2017-12-24T02:28:11.932Z,"Obscure imperfections and blur away problem areas with one of our Concealer Jars. Now available in 10 more shades to accommodate an even wider range of skin tones, this creamy formula stands up to the villains of unwelcome imperfections with a vengeance."
905,nyx,HD Photogenic Concealer Wand,5.0,USD,concealer,2017-12-24T02:28:08.470Z,"Now available in 12 more shades to accommodate an even wider range of skin tones, our best-selling HD Studio Photogenic Concealer effectively covers imperfections, discoloration and under-eye circles without ever looking cakey or obvious. The result is beautiful, natural-looking coverage you can count on."
903,nyx,Define & Refine Powder Foundation,12.0,USD,powder,2017-12-24T02:28:04.203Z,This essential medium to full coverage compact features a deeper crescent of color with a hint of pearl. Blend them together to customize your look for perfection year-round.
898,nyx,Stay Matte But Not Flat Powder Foundation,9.5,USD,powder,2017-12-24T02:27:50.586Z,"Want a matte finish to help you achieve a flawless-looking complexion? Now available in 10 more gorgeous shades, our Stay Matte But Not Flat Powder Foundation provides the perfect finish to flatter more skin tones than ever before. You’ll look naturally flawless with minimal effort!"
896,nyx,Hydra Touch Powder Foundation,10.0,USD,powder,2017-12-24T02:27:42.746Z,"A weightless pressed powder that offers buildable coverage with a matte finish. Now available in five more silky shades, Hydra Touch Powder Foundation can be applied dry or wet. Our innovative formula also contains moisturizing botanical extracts to leave skin looking soft and fresh."
888,nyx,Luv Out Loud Liquid Lipstick,7.0,USD,lipstick,2017-12-24T02:27:19.139Z,"What qualities make a person beautiful? Passion, confidence and fearlessness, to name a few. Available in six velvety-matte shades, our new Luv Out Loud Liquid Lipsticks capture the attributes we at NYX Professional Makeup find truly beautiful. Gift one, two-or all six lippies to a friend who rocks these amazing qualities and inspires you to live (and luv!) out loud."
887,nyx,V'Amped Up! Lip Top Coat,6.0,USD,lipstick,2017-12-24T02:27:18.408Z,Cast a spell on your neutral lippies with a swipe of our wicked V'Amped Up! Lip Top Coat. Infused with shea butter and Vitamin E this glossy pencil moisturizes while transforming light lip colors to deep vampy shades.
886,nyx,Simply Pink Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:17.373Z,Get ready to look seriously pretty in pink. From natural to extreme pick your favorite shade from our Simply Pink Lip Creams for a rosy and glossy finish.
885,nyx,Simply Red Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:16.374Z,A classic red pout never goes out of style! Our Simply Red Lip Cream collection gives you loads of color options varying from deep bright or pure red that you can’t go wrong with.
884,nyx,Simply Nude Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:14.778Z,Bare is beautiful with our Simply Nude Lip Creams available in six earthy shades. Swipe on this velvety and moisturizing cream to leave your lips with a subtle satin finish.
883,nyx,Macaron Lippies,6.5,USD,lipstick,2017-12-24T02:27:13.428Z,Fantasize in color with our neon and pastel lippies in 12 of the creamiest shades you’ll ever use. Our cruelty-free formula is packed with pigment and has a satin matte finish for long-wearing resilience.
882,nyx,In Your Element Lipstick - Metal,9.0,USD,lipstick,2017-12-24T02:27:12.429Z,"A match made in makeup heaven! Our new In Your Element Lipstick Metal collection pairs perfectly with our sparkle inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from metallic gold, to glossy deep-berry and metallic bronze. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
880,nyx,Wicked Lippies,6.5,USD,lipstick,2017-12-24T02:27:09.770Z,Take a walk on the wicked side with our jewel-toned lippies available in 12 shimmering shades. Velvety smooth with a dazzling metallic finish - these richly pigmented lipsticks will leave your lips with the ultimate spellbinding look.
879,nyx,Simply Vamp Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:08.257Z,Vamp up your look instantly with our smooth and smoldering lip creams. Wear any of these six bewitching shades to brew up a little beauty magic.
878,nyx,In Your Element Lipstick - Water,9.0,USD,lipstick,2017-12-24T02:27:07.536Z,"A match made in makeup heaven! Our new In Your Element Lipstick Water collection pairs perfectly with our heat-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from metallic black-violet, to matte true nude and glossy plum. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
877,nyx,In Your Element Lipstick - Wind,9.0,USD,lipstick,2017-12-24T02:27:06.634Z,"A match made in makeup heaven! Our new In Your Element Lipstick Wind collection pairs perfectly with our breeze-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from glossy nude, to matte navy blue and metallic brown with blue pearl. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
876,nyx,In Your Element Lipstick - Fire,9.0,USD,lipstick,2017-12-24T02:27:05.763Z,"A match made in makeup heaven! Our new In Your Element Lipstick Fire collection pairs perfectly with our heat-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from matte red, to glossy black and matte, warm mauve. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
875,nyx,In Your Element Lipstick - Air,9.0,USD,lipstick,2017-12-24T02:27:04.998Z,No description available
873,nyx,In Your Element Lipstick - Earth,9.0,USD,lipstick,2017-12-24T02:27:02.469Z,"A match made in makeup heaven! Our new In Your Element Lipstick Earth collection pairs perfectly with our nature-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from deep metallic copper, to glossy, deep berry and matte brown. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
872,nyx,Butter Lipstick,6.5,USD,lipstick,2017-12-24T02:26:58.311Z,"Treat your lips to a kiss of smooth, creamy color with our irresistible Butter Lipsticks in 12 new luscious shades. The formula’s delicate satin texture fused with highly saturated color delivers full-yet-lightweight coverage with a luxurious satin finish."
871,nyx,Extra Creamy Round Lipstick,0.0,USD,lipstick,2017-12-24T02:26:51.630Z,"Extra Creamy Round Lipstick is our classic lipstick for all occasions. The mineral-based emollient formula offers a beautiful velvet texture, saturated color and it resists wear and smudging. It’s your go-to lipstick. From Pure Nude to Pink Lyric to Chic Red, Round Lipstick is available in a jaw-dropping variety of shades."
870,nyx,Matte Lipstick,6.0,USD,lipstick,2017-12-24T02:26:46.726Z,"Load your lips with plush, pigment-rich color choosing from 12 brand new shades of Matte Lipstick—our shockingly smooth lip color that glides right on and stays in place with a silky matte finish that never feels dry. Now available in a range of fresh new hues, these playful pops of color are just what your spring wardrobe needs!"
869,nyx,Pro Lip Cream Palette,12.0,USD,lipstick,2017-12-24T02:26:45.327Z,Pucker up—your lips are in for a treat! Our new Pro Lip Cream Palettes feature six expertly coordinated color combinations of intensely pigmented lip creams. Wear each shade alone or blend ’em all together for a totally customized look!
868,nyx,Full Throttle Lipstick,7.0,USD,lipstick,2017-12-24T02:26:42.947Z,"It’s the color addict’s ultimate fix and a makeup artist’s dream: Our new waterproof Full Throttle Lipstick covers your lips with super-saturated matte color and features a unique bullet with a beveled edge for lining, filling and perfecting your pout to your heart’s desire."
867,nyx,Plush Gel Lipstick,7.0,USD,lipstick,2017-12-24T02:26:37.391Z,"Play up your pout with a silky stroke of Plush Gel Lipstick. Available in 12 totally vibrant shades, this lippie brings together an oh-so-soft feel and the high shine of a gloss. Drench lips in a wash of color for an instantly polished look anytime you crave a quick touch-up. Want a bolder finish? (Yes, please!) A second swipe is twice as nice."
866,nyx,Velvet Matte Lipstick,7.0,USD,lipstick,2017-12-24T02:26:35.150Z,"Dress your lips in decadent color with our Velvet Matte Lipstick--a luxurious new lip color that glides right on and never feels dry. Housed in an elegant soft-touch case, each standout shade is a fashion statement in itself."
865,nyx,Turnt Up! Lipstick,6.5,USD,lipstick,2017-12-24T02:26:33.173Z,"Speak volumes with a bold swipe of Turnt Up! Lipstick. Go as soft or get as loud as you like using our wide range of 22 statement-making shades. From chic nudes to deep vampy hues, these lightweight and creamy lippies glide on effortlessly. Leaving lips with a kiss of shine and high-impact color you can count on for an unforgettable look."
864,nyx,Pin-Up Pout Lipstick,8.0,USD,lipstick,2017-12-24T02:26:31.107Z,"From polka dots to pointy pumps, nothing compares to the classics. Our personal fave? Ever so creamy lip color, of course! Take yourself back to the signature lip that started it all with our Pin-Up Pout Lipstick. Inspired by the best of vintage beauty, this retro rouge covers lips in extra plush, richly pigmented and absolutely undeniable color. Our throwback lipstick also offers beautiful coverage in an array of 24 swoon-worthy shades."
863,nyx,Super Cliquey Matte Lipstick,9.0,USD,lipstick,2017-12-24T02:26:29.474Z,No description available
862,nyx,Powder Puff Lippie Powder Lip Cream,8.5,USD,lipstick,2017-12-24T02:26:22.029Z,"Pucker up and powder your pout! Featuring a pillowy cushion-applicator, our new Powder Puff Lippie Powder Lip Cream goes on mousse-y and sets to a powdery soft finish. Achieve a flush of color in eight vibrant shades—from warm peach to true red, and hot pink to cool plum—for an irresistible, just-kissed look."
855,nyx,Liquid Suede Metallic Matte,7.5,USD,lipstick,2017-12-24T02:25:49.754Z,"Wrap your lips in high-impact metallic color with Liquid Suede Metallic Matte, a striking new lip inspired by our best-selling Liquid Suede Cream Lipstick. Available in 12 statement-making shades, these shockingly creamy lippies deliver instant dimension and incredible color payoff. In other words, get ready to slay."
854,nyx,Liquid Suede Cream Lipstick,7.0,USD,lipstick,2017-12-24T02:25:46.851Z,"Doll up your lips in plush and vibrant color! Our Liquid Suede Cream Lipstick glides on and sets into a striking matte finish. Now available in 12 more velvety-soft shades, this waterproof lippie creates a positively polished look with every swipe."
853,nyx,Lip Lingerie,7.0,USD,lipstick,2017-12-24T02:25:43.772Z,"Slip into something seductive with Lip Lingerie, our luxurious liquid lipstick with a plush, Matte finish. Available in the color-kissed hues you know and love—from cinnamon pink and chocolate brown, to warm mahogany red and classic nude beige—plus, 12 brand-new nudes! Each sultry shade will coat the curves of your lips with irresistibly creamy color."
852,nyx,Soft Matte Lip Cream,6.5,USD,lipstick,2017-12-24T02:25:38.550Z,"Now available in twelve more statement-making shades, our velvety smooth Soft Matte Lip Cream delivers a burst of creamy color and sets to a stunning matte finish. Surprisingly durable, lightweight and delightfully creamy, it’s no wonder this sweetly scented formula is a fan favorite."
850,fenty,MATTEMOISELLE - Plush Matte Lipstick,18.0,USD,lipstick,2017-12-23T23:53:46.839Z,"An ultra slim lipstick with a longwearing, petal-soft matte finish, created in a rainbow of 14 weightless, color-intense shades each designed to flatter all skin tones."
847,fenty,MATCH STIX - Matte Skinstick,25.0,USD,concealer,2017-12-23T23:43:36.178Z,"A magnetized makeup stick in a longwear, light-as-air matte formula to conceal, correct, contour, and touch up in 20 shades."
826,clinique,Acne Solutions&trade; Clearing Concealer,18.0,USD,concealer,2017-12-23T23:43:01.437Z,"Medicated concealer helps clear and prevent blemishes. Gentle, soothing formula provides natural-looking coverage as blemishes heal. In three skin tone shades to wear alone, under makeup or for touch-ups. Plus, a green tint to visually correct redness. Oil free."
825,clinique,Line Smoothing Concealer,20.0,USD,concealer,2017-12-23T23:43:00.823Z,"Oil-free formula actually ""bridges"" fine lines and wrinkles, smoothing and minimizing them for an instantly firmer look. Skin-brightening ingredients help counteract shadows, reduce redness, give skin more even tone. Ophthalmologist tested. Long-lasting, buildable."
824,clinique,All About Eyes&trade; Concealer,20.0,USD,concealer,2017-12-23T23:43:00.157Z,No description available
823,clinique,Advanced Concealer,20.0,USD,concealer,2017-12-23T23:42:59.720Z,"Cream-to-powder concealer delivers long-lasting, intensive camouflage. With daily use, helps firm and smooth. Won't creep or fade. Ophthalmologist tested."
822,clinique,Airbrush Concealer&trade;,22.0,USD,concealer,2017-12-23T23:42:59.147Z,"Instantly helps soften the look of fine lines and wrinkles. Light-diffusing optics brighten shadows. Creamy, light formula flows through for smooth brush-on, precision application. Ophthalmologist tested."
